Date,Origin,Destination,Round Trip,Price 
2022-01-17,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,964
2022-01-17,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,693
2022-01-17,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,711
2022-01-17,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,675
2022-01-18,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,857
2022-01-18,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,443
2022-01-18,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,579
2022-01-18,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,609
2022-01-18,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,596
2022-01-18,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,463
2022-01-18,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,520
2022-01-18,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,308
2022-01-18,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,534
2022-01-18,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,460
2022-01-18,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,545
2022-01-18,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,424
2022-01-18,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,558
2022-01-18,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,501
2022-01-18,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,591
2022-01-18,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,549
2022-01-18,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,624
2022-01-18,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,554
2022-01-18,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,504
2022-01-18,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,743
2022-01-19,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,838
2022-01-19,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,561
2022-01-19,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,681
2022-01-19,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,583
2022-01-19,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,735
2022-01-19,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,437
2022-01-19,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,488
2022-01-19,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,575
2022-01-19,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,446
2022-01-19,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,443
2022-01-19,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,650
2022-01-19,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,482
2022-01-19,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,612
2022-01-19,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,589
2022-01-19,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,691
2022-01-19,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,562
2022-01-19,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,666
2022-01-19,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,521
2022-01-19,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,981
2022-01-19,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,841
2022-01-20,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,893
2022-01-20,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,504
2022-01-20,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,550
2022-01-20,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,498
2022-01-20,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,917
2022-01-20,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,553
2022-01-20,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,511
2022-01-20,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,594
2022-01-20,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,396
2022-01-20,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,620
2022-01-20,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,525
2022-01-20,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,445
2022-01-20,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,857
2022-01-20,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,390
2022-01-20,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,645
2022-01-20,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,597
2022-01-20,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,583
2022-01-20,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,803
2022-01-20,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,912
2022-01-20,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,576
2022-01-21,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,638
2022-01-21,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,592
2022-01-21,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,784
2022-01-21,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,563
2022-01-21,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,874
2022-01-21,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,562
2022-01-21,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,472
2022-01-21,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,401
2022-01-21,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,310
2022-01-21,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,401
2022-01-21,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,653
2022-01-21,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,512
2022-01-21,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,603
2022-01-21,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,302
2022-01-21,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,499
2022-01-21,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,742
2022-01-21,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,825
2022-01-21,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,940
2022-01-21,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,688
2022-01-21,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,801
2022-01-22,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,998
2022-01-22,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,571
2022-01-22,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,665
2022-01-22,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,472
2022-01-22,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,783
2022-01-22,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,447
2022-01-22,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,333
2022-01-22,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,539
2022-01-22,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,594
2022-01-22,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,580
2022-01-22,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,617
2022-01-22,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,483
2022-01-22,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,515
2022-01-22,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,575
2022-01-22,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,658
2022-01-22,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,628
2022-01-22,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,924
2022-01-22,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,695
2022-01-22,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,721
2022-01-22,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,985
2022-01-23,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,700
2022-01-23,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,314
2022-01-23,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,891
2022-01-23,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,631
2022-01-23,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,924
2022-01-23,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,666
2022-01-23,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,360
2022-01-23,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,421
2022-01-23,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,564
2022-01-23,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,495
2022-01-23,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,515
2022-01-23,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,650
2022-01-23,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,569
2022-01-23,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,434
2022-01-23,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,547
2022-01-23,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,832
2022-01-23,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,557
2022-01-23,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,585
2022-01-23,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,500
2022-01-23,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,796
2022-01-24,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,649
2022-01-24,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,518
2022-01-24,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,809
2022-01-24,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,609
2022-01-24,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,660
2022-01-24,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,593
2022-01-24,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,303
2022-01-24,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,523
2022-01-24,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,531
2022-01-24,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,652
2022-01-24,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,459
2022-01-24,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,465
2022-01-24,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,898
2022-01-24,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,585
2022-01-24,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,471
2022-01-24,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,573
2022-01-24,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,632
2022-01-24,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,911
2022-01-24,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,821
2022-01-24,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,728
2022-01-25,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,529
2022-01-25,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,464
2022-01-25,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,621
2022-01-25,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,683
2022-01-25,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,733
2022-01-25,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,490
2022-01-25,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,461
2022-01-25,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,511
2022-01-25,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,586
2022-01-25,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,619
2022-01-25,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,564
2022-01-25,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,503
2022-01-25,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,732
2022-01-25,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,486
2022-01-25,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,689
2022-01-25,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,971
2022-01-25,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,705
2022-01-25,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,559
2022-01-25,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,962
2022-01-25,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,739
2022-01-26,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,912
2022-01-26,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,543
2022-01-26,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,579
2022-01-26,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,412
2022-01-26,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,900
2022-01-26,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,566
2022-01-26,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,387
2022-01-26,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,571
2022-01-26,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,369
2022-01-26,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,435
2022-01-26,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,420
2022-01-26,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,493
2022-01-26,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,983
2022-01-26,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,373
2022-01-26,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,671
2022-01-26,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,826
2022-01-26,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,529
2022-01-26,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,523
2022-01-26,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,830
2022-01-26,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,681
2022-01-27,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,717
2022-01-27,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,371
2022-01-27,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,902
2022-01-27,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,400
2022-01-27,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,678
2022-01-27,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,421
2022-01-27,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,329
2022-01-27,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,471
2022-01-27,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,416
2022-01-27,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,551
2022-01-27,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,646
2022-01-27,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,477
2022-01-27,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,527
2022-01-27,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,450
2022-01-27,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,437
2022-01-27,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,812
2022-01-27,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,686
2022-01-27,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,611
2022-01-27,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,736
2022-01-27,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,629
2022-01-28,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,720
2022-01-28,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,341
2022-01-28,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,621
2022-01-28,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,684
2022-01-28,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,919
2022-01-28,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,428
2022-01-28,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,488
2022-01-28,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,431
2022-01-28,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,342
2022-01-28,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,622
2022-01-28,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,559
2022-01-28,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,679
2022-01-28,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,992
2022-01-28,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,511
2022-01-28,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,636
2022-01-28,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,784
2022-01-28,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,614
2022-01-28,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,697
2022-01-28,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,616
2022-01-28,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,646
2022-01-29,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,760
2022-01-29,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,393
2022-01-29,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,639
2022-01-29,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,585
2022-01-29,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,565
2022-01-29,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,500
2022-01-29,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,427
2022-01-29,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,320
2022-01-29,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,386
2022-01-29,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,569
2022-01-29,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,646
2022-01-29,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,482
2022-01-29,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,738
2022-01-29,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,540
2022-01-29,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,512
2022-01-29,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,956
2022-01-29,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,938
2022-01-29,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,520
2022-01-29,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,563
2022-01-29,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,533
2022-01-30,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,554
2022-01-30,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,589
2022-01-30,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,727
2022-01-30,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,642
2022-01-30,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,825
2022-01-30,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,574
2022-01-30,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,493
2022-01-30,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,362
2022-01-30,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,540
2022-01-30,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,414
2022-01-30,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,601
2022-01-30,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,514
2022-01-30,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,940
2022-01-30,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,544
2022-01-30,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,547
2022-01-30,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,758
2022-01-30,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,742
2022-01-30,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,569
2022-01-30,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,597
2022-01-30,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,678
2022-01-31,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,914
2022-01-31,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,421
2022-01-31,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,603
2022-01-31,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,418
2022-01-31,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,513
2022-01-31,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,498
2022-01-31,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,444
2022-01-31,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,556
2022-01-31,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,598
2022-01-31,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,655
2022-01-31,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,683
2022-01-31,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,523
2022-01-31,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,895
2022-01-31,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,344
2022-01-31,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,638
2022-01-31,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,802
2022-01-31,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,959
2022-01-31,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,931
